No.,屬性,類型,基因名稱,基因等級,等級,主/被,技能名稱,技能細節,目標,羈絆值消耗,基礎值【強化2】,技能特效【強化2】,固有,一般,稀有
556,龍,力量,單挑嗜好基因【大】,L,1,被動,單挑嗜好【大】,"正面對決造成的傷害特大提升。
【強化0】正面對決造成的傷害中量提升。
【強化1】正面對決造成的傷害大量提升。
【強化2】正面對決造成的傷害特大提升。",,,,單挑嗜好[50],,加爾克(龍),角龍、黑角龍、轟龍、黑轟龍、一角龍、白一角龍、千刃龍、風牙龍、荒鉤爪轟龍、白疾風迅龍、鏖魔角龍
557,龍,力量,單挑嗜好基因【特大】,XL,1,被動,單挑嗜好【特】,"正面對決造成的傷害極大提升。
【強化0】正面對決造成的傷害特大提升。
【強化1】正面對決造成的傷害超大提升。
【強化2】正面對決造成的傷害極大提升。",,,,單挑嗜好[60],,搔鳥、野豬王、迅猛龍王、青熊獸、背甲龍、彩鳥、狗龍王、迅龍、浮空龍、綠迅龍、角龍、黑角龍、轟龍、黑轟龍、一角龍、白一角龍、千刃龍、風牙龍、荒鉤爪轟龍、白疾風迅龍、鏖魔角龍、加爾克(龍),搔鳥、野豬王、迅猛龍王、青熊獸、背甲龍、彩鳥、狗龍王、迅龍、浮空龍、綠迅龍、角龍、黑角龍、轟龍、黑轟龍、一角龍、白一角龍、千刃龍、風牙龍、荒鉤爪轟龍、白疾風迅龍、鏖魔角龍
558,火,技巧,KO術基因【小】,S,1,被動,KO術【小】,"一般攻擊可使敵方陷入暈眩。造成暈眩的機率少量提升。
【強化0】造成暈眩的機率極小提升。
【強化1】造成暈眩的機率微量提升。
【強化2】造成暈眩的機率少量提升。",,,,KO術[6],,,草食龍、雌火龍、眠狗龍王
559,火,技巧,KO術基因【中】,M,1,被動,KO術【中】,"一般攻擊可使敵方陷入暈眩。造成暈眩的機率中量提升。
【強化0】造成暈眩的機率少量提升。
【強化1】造成暈眩的機率小量提升。
【強化2】造成暈眩的機率中量提升。",,,,KO術[8],,,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍
560,火,技巧,KO術基因【大】,L,1,被動,KO術【大】,"一般攻擊可使敵方陷入暈眩。造成暈眩的機率特大提升。
【強化0】造成暈眩的機率中量提升。
【強化1】造成暈眩的機率大量提升。
【強化2】造成暈眩的機率特大提升。",,,,KO術[10],,加爾克(火),獄狼龍、恐暴龍
561,火,技巧,KO術基因【特大】,XL,1,被動,KO術【特】,"一般攻擊可使敵方陷入暈眩。造成暈眩的機率極大提升。
【強化0】造成暈眩的機率特大提升。
【強化1】造成暈眩的機率超大提升。
【強化2】造成暈眩的機率極大提升。",,,,KO術[12],,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍、加爾克(火),草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍
562,冰,技巧,羈絆技能強化基因【小】,S,1,被動,羈絆技能強化【小】,"羈絆技能的威力少量提升。
【強化0】羈絆技能的威力極小提升。
【強化1】羈絆技能的威力微量提升。
【強化2】羈絆技能的威力少量提升。",,,,羈絆技能強化[30],,毒怪鳥、飛雷龍、奇怪龍、紅怪龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍
563,冰,技巧,羈絆技能強化基因【中】,M,1,被動,羈絆技能強化【中】,"羈絆技能的威力中量提升。
【強化0】羈絆技能的威力少量提升。
【強化1】羈絆技能的威力小量提升。
【強化2】羈絆技能的威力中量提升。",,,,羈絆技能強化[40],,紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
564,冰,技巧,羈絆技能強化基因【大】,L,1,被動,羈絆技能強化【大】,"羈絆技能的威力特大提升。
【強化0】羈絆技能的威力中量提升。
【強化1】羈絆技能的威力大量提升。
【強化2】羈絆技能的威力特大提升。",,,,羈絆技能強化[50],,,紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
565,冰,技巧,羈絆技能強化基因【特大】,XL,1,被動,羈絆技能強化【特】,"羈絆技能的威力極大提升。
【強化0】羈絆技能的威力特大提升。
【強化1】羈絆技能的威力超大提升。
【強化2】羈絆技能的威力極大提升。",,,,羈絆技能強化[60],,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
566,雷,技巧,同步化基因【小】,S,1,被動,同步化【小】,"雙重攻擊造成的傷害少量提升。
【強化0】雙重攻擊造成的傷害極小提升。
【強化1】雙重攻擊造成的傷害微量提升。
【強化2】雙重攻擊造成的傷害少量提升。",,,,同步化[50],,水獸、奇猿狐、土砂龍,水獸、奇猿狐、土砂龍
567,雷,技巧,同步化基因【中】,M,1,被動,同步化【中】,"雙重攻擊造成的傷害中量提升。
【強化0】雙重攻擊造成的傷害少量提升。
【強化1】雙重攻擊造成的傷害小量提升。
【強化2】雙重攻擊造成的傷害中量提升。",,,,同步化[60],,泡狐龍、砂龍王、紫水獸,水獸、奇猿狐、土砂龍、泡狐龍、砂龍王、紫水獸
568,雷,技巧,同步化基因【大】,L,1,被動,同步化【大】,"雙重攻擊造成的傷害特大提升。
【強化0】雙重攻擊造成的傷害中量提升。
【強化1】雙重攻擊造成的傷害大量提升。
【強化2】雙重攻擊造成的傷害特大提升。",,,,同步化[70],,,泡狐龍、砂龍王、紫水獸
569,雷,技巧,同步化基因【特大】,XL,1,被動,同步化【特】,"雙重攻擊造成的傷害極大提升。
【強化0】雙重攻擊造成的傷害特大提升。
【強化1】雙重攻擊造成的傷害超大提升。
【強化2】雙重攻擊造成的傷害極大提升。",,,,同步化[80],,水獸、奇猿狐、土砂龍、泡狐龍、砂龍王、紫水獸,水獸、奇猿狐、土砂龍、泡狐龍、砂龍王、紫水獸
570,火,力量,炸彈客基因【小】,S,1,被動,炸彈客【小】,"爆破異常與爆彈桶的威力少量提升。
【強化0】爆破異常與爆彈桶的威力極小提升。
【強化1】爆破異常與爆彈桶的威力微量提升。
【強化2】爆破異常與爆彈桶的威力少量提升。",,,,炸彈客[20],,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐
571,火,力量,炸彈客基因【中】,M,1,被動,炸彈客【中】,"爆破異常與爆彈桶的威力中量提升。
【強化0】爆破異常與爆彈桶的威力少量提升。
【強化1】爆破異常與爆彈桶的威力小量提升。
【強化2】爆破異常與爆彈桶的威力中量提升。",,,,炸彈客[25],,爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、爆鱗龍、碎龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐、爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、爆鱗龍、碎龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍
572,火,力量,炸彈客基因【大】,L,1,被動,炸彈客【大】,"爆破異常與爆彈桶的威力特大提升。
【強化0】爆破異常與爆彈桶的威力中量提升。
【強化1】爆破異常與爆彈桶的威力大量提升。
【強化2】爆破異常與爆彈桶的威力特大提升。",,,,炸彈客[30],,,爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、爆鱗龍、碎龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍
573,火,力量,炸彈客基因【特大】,XL,1,被動,炸彈客【特】,"爆破異常與爆彈桶的威力極大提升。
【強化0】爆破異常與爆彈桶的威力特大提升。
【強化1】爆破異常與爆彈桶的威力超大提升。
【強化2】爆破異常與爆彈桶的威力極大提升。",,,,炸彈客[40],,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐、爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、爆鱗龍、碎龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐、爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、爆鱗龍、碎龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍
574,,,反擊強化基因【小】,S,,,,,,,,,,,
575,,,反擊強化基因【中】,M,,,,,,,,,,,
576,,,反擊強化基因【大】,L,,,,,,,,,,,
577,,,反擊強化基因【特大】,XL,,,,,,,,,,,
578,無,無,自我回復基因【小】,S,1,被動,自我回復【小】,"回合結束時體力獲得少量回復。
【強化0】回合結束時體力獲得極小回復。
【強化1】回合結束時體力獲得微量回復。
【強化2】回合結束時體力獲得少量回復。",,,,自我回復[15],,,泡狐龍、砂龍王、紫水獸
579,無,無,自我回復基因【中】,M,1,被動,自我回復【中】,"回合結束時體力獲得中量回復。
【強化0】回合結束時體力獲得少量回復。
【強化1】回合結束時體力獲得小量回復。
【強化2】回合結束時體力獲得中量回復。",,,,自我回復[20],,滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍,泡狐龍、砂龍王、紫水獸、滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍
580,無,無,自我回復基因【大】,L,1,被動,自我回復【大】,"回合結束時體力獲得特大回復。
【強化0】回合結束時體力獲得中量回復。
【強化1】回合結束時體力獲得大量回復。
【強化2】回合結束時體力獲得特大回復。",,,,自我回復[30],,滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍,滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍、加爾克(火)
581,無,無,自我回復基因【特大】,XL,1,被動,自我回復【特】,"回合結束時體力獲得極大回復。
【強化0】回合結束時體力獲得特大回復。
【強化1】回合結束時體力獲得超大回復。
【強化2】回合結束時體力獲得極大回復。",,,,自我回復[40],,滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍,滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍、加爾克(火)
582,,,防禦回復基因【小】,S,,,,,,,,,,,
583,,,防禦回復基因【中】,M,,,,,,,,,,,
584,,,防禦回復基因【大】,L,,,,,,,,,,,
585,,,防禦回復基因【特大】,XL,,,,,,,,,,,
586,水,速度,舞蹈家基因【小】,S,1,被動,舞蹈家【小】,"體力全滿時速度提升。攻擊力與防禦力額外獲得少量提升。
【強化0】攻擊力與防禦力額外獲得極小提升。
【強化1】攻擊力與防禦力額外獲得微量提升。
【強化2】攻擊力與防禦力額外獲得少量提升。",,,,舞蹈家[20],,毒怪鳥、飛雷龍、奇怪龍、紅怪龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍
587,水,速度,舞蹈家基因【中】,M,1,被動,舞蹈家【中】,"體力全滿時速度提升。攻擊力與防禦力額外獲得中量提升。
【強化0】攻擊力與防禦力額外獲得少量提升。
【強化1】攻擊力與防禦力額外獲得小量提升。
【強化2】攻擊力與防禦力額外獲得中量提升。",,,,舞蹈家[30],,紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
588,水,速度,舞蹈家基因【大】,L,1,被動,舞蹈家【大】,"體力全滿時速度提升。攻擊力與防禦力額外獲得特大提升。
【強化0】攻擊力與防禦力額外獲得中量提升。
【強化1】攻擊力與防禦力額外獲得大量提升。
【強化2】攻擊力與防禦力額外獲得特大提升。",,,,舞蹈家[40],,加爾克(水),紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
589,水,速度,舞蹈家基因【特大】,XL,1,被動,舞蹈家【特】,"體力全滿時速度提升。攻擊力與防禦力額外獲得極大提升。
【強化0】攻擊力與防禦力額外獲得特大提升。
【強化1】攻擊力與防禦力額外獲得超大提升。
【強化2】攻擊力與防禦力額外獲得極大提升。",,,,舞蹈家[50],,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍、加爾克(水),毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
590,火,力量,火場怪力基因【小】,S,1,被動,火場怪力【小】,"體力低於一半時攻擊力少量提升。
【強化0】體力低於一半時攻擊力極小提升。
【強化1】體力低於一半時攻擊力微量提升。
【強化2】體力低於一半時攻擊力少量提升。",,,,火場怪力[20],,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐
591,火,力量,火場怪力基因【中】,M,1,被動,火場怪力【中】,"體力低於一半時攻擊力中量提升。
【強化0】體力低於一半時攻擊力少量提升。
【強化1】體力低於一半時攻擊力小量提升。
【強化2】體力低於一半時攻擊力中量提升。",,,,火場怪力[25],,爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、滅盡龍、爆鱗龍、碎龍、冰呪龍、鋼龍、麒麟、炎王龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐、爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、滅盡龍、爆鱗龍、碎龍、冰呪龍、鋼龍、麒麟、炎王龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍
592,火,力量,火場怪力基因【大】,L,1,被動,火場怪力【大】,"體力低於一半時攻擊力特大提升。
【強化0】體力低於一半時攻擊力中量提升。
【強化1】體力低於一半時攻擊力大量提升。
【強化2】體力低於一半時攻擊力特大提升。",,,,火場怪力[30],,滅盡龍、冰呪龍、鋼龍、麒麟、炎王龍,爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、滅盡龍、爆鱗龍、碎龍、冰呪龍、鋼龍、麒麟、炎王龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍
593,火,力量,火場怪力基因【特大】,XL,1,被動,火場怪力【特】,"體力低於一半時攻擊力極大提升。
【強化0】體力低於一半時攻擊力特大提升。
【強化1】體力低於一半時攻擊力超大提升。
【強化2】體力低於一半時攻擊力極大提升。",,,,火場怪力[35],,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐、爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、滅盡龍、爆鱗龍、碎龍、冰呪龍、鋼龍、麒麟、炎王龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍,怪鳥、青怪鳥、岩龍、蠻顎龍、白猿狐、爆鎚龍、鎧龍、桃岩龍、黑鎧龍、斬龍、滅盡龍、爆鱗龍、碎龍、冰呪龍、鋼龍、麒麟、炎王龍、櫻火龍、火龍、蒼火龍、紫毒姬雌火龍、燼滅刃斬龍
594,雷,力量,底力基因【小】,S,1,被動,底力【小】,"體力低於一半時防禦力少量提升。
【強化0】體力低於一半時防禦力極小提升。
【強化1】體力低於一半時防禦力微量提升。
【強化2】體力低於一半時防禦力少量提升。",,,,底力[30],,草食龍、雌火龍、眠狗龍王,草食龍、雌火龍、眠狗龍王
595,雷,力量,底力基因【中】,M,1,被動,底力【中】,"體力低於一半時防禦力中量提升。
【強化0】體力低於一半時防禦力少量提升。
【強化1】體力低於一半時防禦力小量提升。
【強化2】體力低於一半時防禦力中量提升。",,,,底力[40],,獄狼龍、恐暴龍,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍
596,雷,力量,底力基因【大】,L,1,被動,底力【大】,"體力低於一半時防禦力特大提升。
【強化0】體力低於一半時防禦力中量提升。
【強化1】體力低於一半時防禦力大量提升。
【強化2】體力低於一半時防禦力特大提升。",,,,底力[50],,,獄狼龍、恐暴龍
597,雷,力量,底力基因【特大】,XL,1,被動,底力【特】,"體力低於一半時防禦力極大提升。
【強化0】體力低於一半時防禦力特大提升。
【強化1】體力低於一半時防禦力超大提升。
【強化2】體力低於一半時防禦力極大提升。",,,,底力[60],,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍
598,水,速度,迴避本能基因【小】,S,1,被動,迴避本能【小】,"體力低於一半時迴避率少量提升。
【強化0】體力低於一半時迴避率極小提升。
【強化1】體力低於一半時迴避率微量提升。
【強化2】體力低於一半時迴避率少量提升。",,,,迴避本能[10],,毒怪鳥、飛雷龍、奇怪龍、紅怪龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍
599,水,速度,迴避本能基因【中】,M,1,被動,迴避本能【中】,"體力低於一半時迴避率中量提升。
【強化0】體力低於一半時迴避率少量提升。
【強化1】體力低於一半時迴避率小量提升。
【強化2】體力低於一半時迴避率中量提升。",,,,迴避本能[15],,紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
600,水,速度,迴避本能基因【大】,L,1,被動,迴避本能【大】,"體力低於一半時迴避率特大提升。
【強化0】體力低於一半時迴避率中量提升。
【強化1】體力低於一半時迴避率大量提升。
【強化2】體力低於一半時迴避率特大提升。",,,,迴避本能[20],,,紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
601,水,速度,迴避本能基因【特大】,XL,1,被動,迴避本能【特】,"體力低於一半時迴避率極大提升。
【強化0】體力低於一半時迴避率特大提升。
【強化1】體力低於一半時迴避率超大提升。
【強化2】體力低於一半時迴避率極大提升。",,,,迴避本能[25],,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍,毒怪鳥、飛雷龍、奇怪龍、紅怪龍、紅彩鳥、海龍、雷狼龍、電龍、白海龍、金獅子、雷顎龍、金雷公雷狼龍、青電主電龍
602,冰,技巧,危機感基因【小】,S,1,被動,危機感【小】,"體力低於一半時會心率少量提升。
【強化0】體力低於一半時會心率極小提升。
【強化1】體力低於一半時會心率微量提升。
【強化2】體力低於一半時會心率少量提升。",,,,危機感[10],,草食龍、雌火龍、眠狗龍王,草食龍、雌火龍、眠狗龍王
603,冰,技巧,危機感基因【中】,M,1,被動,危機感【中】,"體力低於一半時會心率中量提升。
【強化0】體力低於一半時會心率少量提升。
【強化1】體力低於一半時會心率小量提升。
【強化2】體力低於一半時會心率中量提升。",,,,危機感[15],,獄狼龍、恐暴龍,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍
604,冰,技巧,危機感基因【大】,L,1,被動,危機感【大】,"體力低於一半時會心率特大提升。
【強化0】體力低於一半時會心率中量提升。
【強化1】體力低於一半時會心率大量提升。
【強化2】體力低於一半時會心率特大提升。",,,,危機感[20],,,獄狼龍、恐暴龍
605,冰,技巧,危機感基因【特大】,XL,1,被動,危機感【特】,"體力低於一半時會心率極大提升。
【強化0】體力低於一半時會心率特大提升。
【強化1】體力低於一半時會心率超大提升。
【強化2】體力低於一半時會心率極大提升。",,,,危機感[25],,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍,草食龍、雌火龍、眠狗龍王、獄狼龍、恐暴龍
606,雷,無,夥伴基因【小】,S,1,被動,夥伴【小】,"體力低於一半時羈絆值上升量增加。羈絆值上升量少量提升。
【強化0】羈絆值上升量極小提升。
【強化1】羈絆值上升量微量提升。
【強化2】羈絆值上升量少量提升。",,,,夥伴[30],,白兔獸、冰鮫鯊、波波、冰土砂龍,白兔獸、冰鮫鯊、波波、冰土砂龍
607,雷,無,夥伴基因【中】,M,1,被動,夥伴【中】,"體力低於一半時羈絆值上升量增加。羈絆值上升量中量提升。
【強化0】羈絆值上升量少量提升。
【強化1】羈絆值上升量小量提升。
【強化2】羈絆值上升量中量提升。",,,,夥伴[35],,冰牙龍、風漂龍、巨獸、銀嶺巨獸,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸
608,雷,無,夥伴基因【大】,L,1,被動,夥伴【大】,"體力低於一半時羈絆值上升量增加。羈絆值上升量特大提升。
【強化0】羈絆值上升量中量提升。
【強化1】羈絆值上升量大量提升。
【強化2】羈絆值上升量特大提升。",,,,夥伴[40],,,冰牙龍、風漂龍、巨獸、銀嶺巨獸
609,雷,無,夥伴基因【特大】,XL,1,被動,夥伴【特】,"體力低於一半時羈絆值上升量增加。羈絆值上升量極大提升。
【強化0】羈絆值上升量特大提升。
【強化1】羈絆值上升量超大提升。
【強化2】羈絆值上升量極大提升。",,,,夥伴[50],,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸
610,龍,無,會心回復基因【小】,S,1,被動,會心擊‧回復【小】,"會心攻擊時體力獲得回復。回復量少量提升。
【強化0】回復量極小提升。
【強化1】回復量微量提升。
【強化2】回復量少量提升。",,,,會心擊‧回復[35],,水獸、奇猿狐、土砂龍,水獸、奇猿狐、土砂龍
611,龍,無,會心回復基因【中】,M,1,被動,會心擊‧回復【中】,"會心攻擊時體力獲得回復。回復量中量提升。
【強化0】回復量少量提升。
【強化1】回復量小量提升。
【強化2】回復量中量提升。",,,,會心擊‧回復[50],,泡狐龍、砂龍王、紫水獸,水獸、奇猿狐、土砂龍、泡狐龍、砂龍王、紫水獸
612,龍,無,會心回復基因【大】,L,1,被動,會心擊‧回復【大】,"會心攻擊時體力獲得回復。回復量特大提升。
【強化0】回復量中量提升。
【強化1】回復量大量提升。
【強化2】回復量特大提升。",,,,會心擊‧回復[70],,,泡狐龍、砂龍王、紫水獸
613,龍,無,會心回復基因【特大】,XL,1,被動,會心擊‧回復【特】,"會心攻擊時體力獲得回復。回復量極大提升。
【強化0】回復量特大提升。
【強化1】回復量超大提升。
【強化2】回復量極大提升。",,,,會心擊‧回復[90],,水獸、奇猿狐、土砂龍、泡狐龍、砂龍王、紫水獸,水獸、奇猿狐、土砂龍、泡狐龍、砂龍王、紫水獸
614,雷,無,會心羈絆基因【小】,S,1,被動,會心擊‧羈絆【小】,"會心攻擊時羈絆值上升量增加。羈絆值上升量少量提升。
【強化0】羈絆值上升量極小提升。
【強化1】羈絆值上升量微量提升。
【強化2】羈絆值上升量少量提升。",,,,會心擊‧羈絆[10],,白兔獸、冰鮫鯊、波波、冰土砂龍,白兔獸、冰鮫鯊、波波、冰土砂龍
615,雷,無,會心羈絆基因【中】,M,1,被動,會心擊‧羈絆【中】,"會心攻擊時羈絆值上升量增加。羈絆值上升量中量提升。
【強化0】羈絆值上升量少量提升。
【強化1】羈絆值上升量小量提升。
【強化2】羈絆值上升量中量提升。",,,,會心擊‧羈絆[15],,冰牙龍、風漂龍、巨獸、銀嶺巨獸,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸
616,雷,無,會心羈絆基因【大】,L,1,被動,會心擊‧羈絆【大】,"會心攻擊時羈絆值上升量增加。羈絆值上升量特大提升。
【強化0】羈絆值上升量中量提升。
【強化1】羈絆值上升量大量提升。
【強化2】羈絆值上升量特大提升。",,,,會心擊‧羈絆[20],,,冰牙龍、風漂龍、巨獸、銀嶺巨獸
617,雷,無,會心羈絆基因【特大】,XL,1,被動,會心擊‧羈絆【特】,"會心攻擊時羈絆值上升量增加。羈絆值上升量極大提升。
【強化0】羈絆值上升量特大提升。
【強化1】羈絆值上升量超大提升。
【強化2】羈絆值上升量極大提升。",,,,會心擊‧羈絆[25],,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸
618,水,技巧,不屈基因【小】,S,1,被動,不屈【小】,"能力隨著生命值減少而提升。攻擊力與防禦力少量提升。
【強化0】攻擊力與防禦力極小提升。
【強化1】攻擊力與防禦力微量提升。
【強化2】攻擊力與防禦力少量提升。",,,,不屈[15],,白兔獸、冰鮫鯊、波波、冰土砂龍,白兔獸、冰鮫鯊、波波、冰土砂龍
619,水,技巧,不屈基因【中】,M,1,被動,不屈【中】,"能力隨著生命值減少而提升。攻擊力與防禦力中量提升。
【強化0】攻擊力與防禦力少量提升。
【強化1】攻擊力與防禦力小量提升。
【強化2】攻擊力與防禦力中量提升。",,,,不屈[20],,冰牙龍、風漂龍、巨獸、銀嶺巨獸,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸
620,水,技巧,不屈基因【大】,L,1,被動,不屈【大】,"能力隨著生命值減少而提升。攻擊力與防禦力特大提升。
【強化0】攻擊力與防禦力中量提升。
【強化1】攻擊力與防禦力大量提升。
【強化2】攻擊力與防禦力特大提升。",,,,不屈[25],,,冰牙龍、風漂龍、巨獸、銀嶺巨獸
621,水,技巧,不屈基因【特大】,XL,1,被動,不屈【特】,"能力隨著生命值減少而提升。攻擊力與防禦力極大提升。
【強化0】攻擊力與防禦力特大提升。
【強化1】攻擊力與防禦力超大提升。
【強化2】攻擊力與防禦力極大提升。",,,,不屈[30],,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸,白兔獸、冰鮫鯊、冰牙龍、波波、冰土砂龍、風漂龍、巨獸、銀嶺巨獸
